#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
makeLocusGraph_chromId_185_chr14_KI270845v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_185_chr14_KI270845v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr14_KI270845v1_alt:1-180703 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_186_chr14_KI270846v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_186_chr14_KI270846v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr14_KI270846v1_alt:1-1351393 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_187_chr15_KI270852v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_187_chr15_KI270852v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr15_KI270852v1_alt:1-478999 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_188_chr15_KI270851v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_188_chr15_KI270851v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr15_KI270851v1_alt:1-263054 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_189_chr15_KI270848v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_189_chr15_KI270848v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr15_KI270848v1_alt:1-327382 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_190_chr15_GL383554v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_190_chr15_GL383554v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr15_GL383554v1_alt:1-296527 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_191_chr15_KI270849v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_191_chr15_KI270849v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr15_KI270849v1_alt:1-244917 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_192_chr15_GL383555v2_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_192_chr15_GL383555v2_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr15_GL383555v2_alt:1-388773 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_193_chr15_KI270850v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_193_chr15_KI270850v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr15_KI270850v1_alt:1-430880 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_194_chr16_KI270854v1_alt_0000_to_chromId_195_chr16_KI270856v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_194_chr16_KI270854v1_alt_0000_to_chromId_195_chr16_KI270856v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr16_KI270854v1_alt:1-134193 --region chr16_KI270856v1_alt:1-63982 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_196_chr16_KI270855v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_196_chr16_KI270855v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr16_KI270855v1_alt:1-232857 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_197_chr16_KI270853v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_197_chr16_KI270853v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr16_KI270853v1_alt:1-2659700 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_198_chr16_GL383556v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_198_chr16_GL383556v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr16_GL383556v1_alt:1-192462 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_199_chr16_GL383557v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_199_chr16_GL383557v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr16_GL383557v1_alt:1-89672 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_200_chr17_GL383563v3_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_200_chr17_GL383563v3_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_GL383563v3_alt:1-375691 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_201_chr17_KI270862v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_201_chr17_KI270862v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_KI270862v1_alt:1-391357 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_202_chr17_KI270861v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_202_chr17_KI270861v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_KI270861v1_alt:1-196688 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_203_chr17_KI270857v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_203_chr17_KI270857v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_KI270857v1_alt:1-2877074 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_204_chr17_JH159146v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_204_chr17_JH159146v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_JH159146v1_alt:1-278131 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_205_chr17_JH159147v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_205_chr17_JH159147v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_JH159147v1_alt:1-70345 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_206_chr17_GL383564v2_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_206_chr17_GL383564v2_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_GL383564v2_alt:1-133151 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_207_chr17_GL000258v2_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_207_chr17_GL000258v2_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_GL000258v2_alt:1-1821992 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_208_chr17_GL383565v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_208_chr17_GL383565v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_GL383565v1_alt:1-223995 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
